"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Season","Measure Impacts to","Feature code","Feature name","Sub-unit","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Measure status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"BD287","Ports and traffic","not specified",,"ES","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,
"BD288","Ports and traffic","not specified",,"ES","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ02","Reduce impact of multi-purpose hydrological changes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD289","Ports and traffic","not specified",,"ES","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CI03","Management, control or eradication of other invasive alien species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD290","Ports and traffic","not specified",,"ES","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD291","Ports and traffic","not specified",,"ES","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CS03","Improvement of habitat of species from the directives",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD292","Ports and traffic","not specified",,"ES","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CI04","DO NOT USE Management, control or eradication of other alien species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD293","Ports and traffic","not specified",,"ES","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD294","Ports and traffic","not specified",,"ESIC","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CS03","Improvement of habitat of species from the directives",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD295","Ports and traffic","not specified",,"ESIC","Spain","B","Birds","A014","Hydrobates pelagicus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CS03","Improvement of habitat of species from the directives",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD296","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD297","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD298","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC01","Adapt/manage extraction of non-energy resources",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD299","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC01","Adapt/manage extraction of non-energy resources",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD300","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CG09","Other measures to reduce impacts from marine aquaculture infrastructures and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,
"BD301","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CG09","Other measures to reduce impacts from marine aquaculture infrastructures and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,
"BD302","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CI04","DO NOT USE Management, control or eradication of other alien species",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD303","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CI04","DO NOT USE Management, control or eradication of other alien species",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD304","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD305","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD306","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC12","Reduce/eliminate noise, light, thermal and other forms of pollution related to resource exploitation and energy production",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD307","Ports and traffic","not specified",,"DE","Germany","W","Birds","A016","Morus bassanus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC12","Reduce/eliminate noise, light, thermal and other forms of pollution related to resource exploitation and energy production",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD308","Ports and traffic","not specified",,"PL","Poland","P","Birds","A028","Ardea cinerea",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","out","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,
"BD309","Ports and traffic","not specified",,"PL","Poland","P","Birds","A028","Ardea cinerea",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","out","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,
"BD310","Ports and traffic","not specified",,"PL","Poland","P","Birds","A028","Ardea cinerea",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","out","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,
"BD311","Ports and traffic","not specified",,"PL","Poland","P","Birds","A028","Ardea cinerea",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","out","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,
"BD312","Ports and traffic","not specified",,"PL","Poland","W","Birds","A028","Ardea cinerea",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","out","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,
"BD313","Ports and traffic","not specified",,"PL","Poland","W","Birds","A028","Ardea cinerea",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","out","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,
"BD314","Ports and traffic","not specified",,"PL","Poland","W","Birds","A028","Ardea cinerea",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","out","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,
"BD315","Ports and traffic","not specified",,"PL","Poland","W","Birds","A028","Ardea cinerea",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","out","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,
"BD316","Ports and traffic","not specified",,"PL","Poland","P","Birds","A030","Ciconia nigra",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CA03","Maintain existing extensive agricultural practices and agricultural landscape features",0,"maintain","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD317","Ports and traffic","not specified",,"PL","Poland","P","Birds","A030","Ciconia nigra",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CA03","Maintain existing extensive agricultural practices and agricultural landscape features",0,"maintain","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD318","Ports and traffic","not specified",,"PL","Poland","P","Birds","A030","Ciconia nigra",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CB06","Stop forest management and exploitation practices",0,"maintain","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD319","Ports and traffic","not specified",,"PL","Poland","P","Birds","A030","Ciconia nigra",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CB06","Stop forest management and exploitation practices",0,"maintain","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD320","Ports and traffic","not specified",,"PL","Poland","P","Birds","A030","Ciconia nigra",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CS03","Improvement of habitat of species from the directives",0,"maintain","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD321","Ports and traffic","not specified",,"PL","Poland","P","Birds","A030","Ciconia nigra",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CS03","Improvement of habitat of species from the directives",0,"maintain","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD322","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD323","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD324","Ports and traffic","not specified",,"PL","Poland","P","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","40% of the reports - measures needed but cannot be identified",1,0,0,0,0,1,1,0,0,0,0,
"BD325","Ports and traffic","not specified",,"PL","Poland","P","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","40% of the reports - measures needed but cannot be identified",1,0,0,0,0,1,1,0,0,0,0,
"BD326","Ports and traffic","not specified",,"PL","Poland","P","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","40% of the reports - measures needed but cannot be identified",1,0,0,0,0,1,1,0,0,0,0,
"BD327","Ports and traffic","not specified",,"PL","Poland","P","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","40% of the reports - measures needed but cannot be identified",1,0,0,0,0,0,0,0,0,1,0,
"BD328","Ports and traffic","not specified",,"PL","Poland","P","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","40% of the reports - measures needed but cannot be identified",1,0,0,0,0,0,0,0,0,1,0,
"BD329","Ports and traffic","not specified",,"PL","Poland","P","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","40% of the reports - measures needed but cannot be identified",1,0,0,0,0,0,0,0,0,1,0,
"BD330","Ports and traffic","not specified",,"EE","Estonia","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD331","Ports and traffic","not specified",,"EE","Estonia","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD332","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,0,1,
"BD333","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,0,1,
"BD334","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,0,1,
"BD335","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,0,1,
"BD336","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,1,0,
"BD337","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,1,0,
"BD338","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,1,0,
"BD339","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,1,0,
"BD340","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CA04","Reinstate appropriate agricultural practices to address abandonment, including mowing, grazing, burning or equivalent measures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,0,0,
"BD341","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CA04","Reinstate appropriate agricultural practices to address abandonment, including mowing, grazing, burning or equivalent measures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,0,0,
"BD342","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CA04","Reinstate appropriate agricultural practices to address abandonment, including mowing, grazing, burning or equivalent measures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,0,0,
"BD343","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CA04","Reinstate appropriate agricultural practices to address abandonment, including mowing, grazing, burning or equivalent measures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,0,0,0,0,0,0,
"BD344","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,1,1,0,0,0,0,
"BD345","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,1,1,0,0,0,0,
"BD346","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,1,1,0,0,0,0,
"BD347","Ports and traffic","not specified",,"PL","Poland","W","Birds","A036","Cygnus olor",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CB14","Manage drainage and irrigation operations and infrastructures",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","37% of the reports - measures not needed",1,0,0,0,0,1,1,0,0,0,0,
"BD348","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A037","Cygnus columbianus bewickii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","H","CA07","Recreate Annex I agricultural habitats",0,"restore","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","According to the situation n 2017, there are ca 9700 hectares of coastal meadows and 77 000 hectares alluvial meadows in constant management. Also, ca 1000 hectares of coastal medows and ca 600 hectares of alluvial meadows are being restored.",1,0,0,0,0,0,0,0,0,0,0,
"BD349","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A037","Cygnus columbianus bewickii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","H","CA07","Recreate Annex I agricultural habitats",0,"restore","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","According to the situation n 2017, there are ca 9700 hectares of coastal meadows and 77 000 hectares alluvial meadows in constant management. Also, ca 1000 hectares of coastal medows and ca 600 hectares of alluvial meadows are being restored.",1,0,0,0,0,0,0,0,0,0,0,
"BD350","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A037","Cygnus columbianus bewickii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","H","CA03","Maintain existing extensive agricultural practices and agricultural landscape features",0,"restore","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","According to the situation n 2017, there are ca 9700 hectares of coastal meadows and 77 000 hectares alluvial meadows in constant management. Also, ca 1000 hectares of coastal medows and ca 600 hectares of alluvial meadows are being restored.",1,0,0,0,0,0,0,0,0,0,0,
"BD351","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A037","Cygnus columbianus bewickii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","H","CA03","Maintain existing extensive agricultural practices and agricultural landscape features",0,"restore","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","According to the situation n 2017, there are ca 9700 hectares of coastal meadows and 77 000 hectares alluvial meadows in constant management. Also, ca 1000 hectares of coastal medows and ca 600 hectares of alluvial meadows are being restored.",1,0,0,0,0,0,0,0,0,0,0,
"BD352","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A037","Cygnus columbianus bewickii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","H","CG04","Control/eradication of illegal killing, fishing and harvesting",0,"restore","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","According to the situation n 2017, there are ca 9700 hectares of coastal meadows and 77 000 hectares alluvial meadows in constant management. Also, ca 1000 hectares of coastal medows and ca 600 hectares of alluvial meadows are being restored.",1,0,1,1,0,0,0,0,0,0,0,
"BD353","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A037","Cygnus columbianus bewickii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","H","CG04","Control/eradication of illegal killing, fishing and harvesting",0,"restore","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","According to the situation n 2017, there are ca 9700 hectares of coastal meadows and 77 000 hectares alluvial meadows in constant management. Also, ca 1000 hectares of coastal medows and ca 600 hectares of alluvial meadows are being restored.",1,0,1,1,0,0,0,0,0,0,0,
"BD354","Ports and traffic","not specified",,"FI","Finland","P","Birds","A037","Cygnus columbianus bewickii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD355","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A038","Cygnus cygnus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD356","Ports and traffic","not specified",,"EE","Estonia","P","Birds","A038","Cygnus cygnus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD357","Ports and traffic","not specified",,"FI","Finland","P","Birds","A038","Cygnus cygnus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD358","Ports and traffic","not specified",,"EE","Estonia","W","Birds","A038","Cygnus cygnus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD359","Ports and traffic","not specified",,"EE","Estonia","W","Birds","A038","Cygnus cygnus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
